TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN2891_c0_g1	AT3G25160.1
TRINITY_DN2891_c1_g1	AT4G32440.1
TRINITY_DN28915_c0_g1	AT5G20480.2
TRINITY_DN28918_c0_g1	AT4G12560.3
TRINITY_DN2892_c0_g1	AT1G69780.1
TRINITY_DN28923_c0_g1	AT5G52910.1
TRINITY_DN2893_c0_g1	AT1G10270.1
TRINITY_DN28933_c1_g1	AT3G60970.1
TRINITY_DN28937_c0_g1	AT3G62290.3
TRINITY_DN2894_c0_g1	AT3G20490.1
TRINITY_DN28941_c0_g1	AT4G25290.1
TRINITY_DN2895_c0_g1	AT3G22510.1
TRINITY_DN2896_c0_g1	AT3G02450.1
TRINITY_DN2897_c0_g1	AT4G10320.1
TRINITY_DN2897_c0_g2	AT5G42330.1
TRINITY_DN2897_c1_g1	AT2G39620.1
TRINITY_DN28972_c0_g1	AT1G56690.1
TRINITY_DN28974_c0_g1	AT3G14310.1
TRINITY_DN2898_c0_g1	AT1G70990.1
TRINITY_DN28987_c0_g1	AT3G23360.1
TRINITY_DN2899_c0_g1	AT1G61350.1
TRINITY_DN28991_c0_g1	AT2G38310.1
TRINITY_DN29_c0_g1	AT1G72710.1
TRINITY_DN290_c0_g1	AT3G57290.1
TRINITY_DN2900_c0_g1	AT4G37460.1
TRINITY_DN2900_c0_g2	AT4G37460.2
TRINITY_DN29000_c0_g2	AT4G32300.1
TRINITY_DN29001_c0_g1	AT5G22470.1
TRINITY_DN29007_c0_g1	AT5G14230.1
TRINITY_DN2901_c0_g1	AT4G13750.1
TRINITY_DN29011_c0_g1	AT4G35630.1
TRINITY_DN2902_c0_g1	AT1G80780.2
TRINITY_DN29025_c1_g1	AT2G42610.2
TRINITY_DN2903_c0_g1	AT2G32900.1
TRINITY_DN29030_c0_g1	AT5G42905.1
TRINITY_DN29034_c0_g1	AT3G57810.4
TRINITY_DN29036_c0_g2	AT2G29760.1
TRINITY_DN29039_c0_g1	AT5G39350.1
TRINITY_DN29039_c1_g1	AT3G61170.1
TRINITY_DN2904_c0_g1	AT2G15860.1
TRINITY_DN29045_c1_g1	AT5G51200.1
TRINITY_DN29046_c0_g1	AT5G38360.1
TRINITY_DN29047_c0_g1	AT5G15300.1
TRINITY_DN29048_c0_g1	AT4G38180.1
TRINITY_DN2905_c0_g1	AT4G36860.3
TRINITY_DN29052_c0_g1	AT4G21440.1
TRINITY_DN29056_c0_g1	AT4G34135.1
TRINITY_DN29059_c0_g1	AT1G11950.3
TRINITY_DN29059_c2_g2	AT1G62310.1
TRINITY_DN2906_c0_g1	AT5G16790.2
TRINITY_DN29062_c0_g1	AT2G47800.1
TRINITY_DN2907_c0_g1	AT5G42220.2
TRINITY_DN29077_c0_g1	AT1G67730.1
TRINITY_DN29079_c1_g1	AT5G53460.3
TRINITY_DN2908_c0_g1	AT5G23120.2
TRINITY_DN29082_c0_g1	AT1G67020.1
TRINITY_DN29085_c0_g1	AT3G01090.2
TRINITY_DN2909_c0_g1	AT3G46610.2
TRINITY_DN291_c0_g1	AT3G61220.1
TRINITY_DN291_c1_g1	AT2G24190.2
TRINITY_DN2910_c0_g1	AT3G12650.1
TRINITY_DN29102_c0_g1	AT2G39300.3
TRINITY_DN29106_c0_g1	AT5G49700.1
TRINITY_DN2911_c0_g1	AT4G18640.1
TRINITY_DN2911_c0_g3	AT5G07150.1
TRINITY_DN29110_c0_g2	AT1G63990.1
TRINITY_DN29118_c0_g1	AT2G34430.1
TRINITY_DN2912_c0_g1	AT3G01470.1
TRINITY_DN29123_c0_g1	AT1G20030.1
TRINITY_DN2913_c0_g1	AT2G22740.2
TRINITY_DN29135_c0_g1	AT5G25130.1
TRINITY_DN2914_c0_g1	AT3G07880.1
TRINITY_DN29143_c0_g1	AT1G10040.2
TRINITY_DN2915_c0_g1	AT2G43630.1
TRINITY_DN29153_c0_g2	AT5G64700.1
TRINITY_DN29154_c0_g2	AT5G07900.1
TRINITY_DN29159_c0_g1	ATMG01250.1
TRINITY_DN2916_c0_g1	AT1G14710.2
TRINITY_DN29165_c0_g1	AT1G21460.1
TRINITY_DN29167_c0_g2	AT2G03620.2
TRINITY_DN2917_c0_g1	AT1G19310.1
TRINITY_DN29172_c0_g1	AT1G35710.1
TRINITY_DN29177_c0_g1	AT1G06740.1
TRINITY_DN2918_c0_g1	AT1G14340.1
TRINITY_DN29189_c0_g1	AT1G06840.1
TRINITY_DN2919_c0_g2	AT3G51420.1
TRINITY_DN29191_c0_g1	AT5G63090.4
TRINITY_DN29196_c0_g1	AT5G60390.3
TRINITY_DN29197_c0_g1	AT4G36210.3
TRINITY_DN29199_c0_g4	AT4G33130.3
TRINITY_DN292_c0_g1	AT3G61860.1
TRINITY_DN2920_c0_g1	AT4G19170.1
TRINITY_DN29200_c0_g1	AT1G53200.2
TRINITY_DN29210_c0_g1	AT1G14200.1
TRINITY_DN29214_c0_g1	AT3G24570.1
TRINITY_DN29230_c0_g1	AT2G20300.1
TRINITY_DN29234_c0_g1	AT5G23570.4
TRINITY_DN2924_c0_g1	AT3G62980.1
TRINITY_DN29246_c3_g1	AT1G06740.1
TRINITY_DN2925_c0_g1	AT4G23140.1
TRINITY_DN2925_c0_g3	AT4G05200.1
TRINITY_DN29251_c0_g2	AT3G51120.1
TRINITY_DN29255_c0_g1	AT2G25010.1
TRINITY_DN2926_c0_g1	AT5G57850.1
TRINITY_DN2926_c1_g1	AT3G02280.3
TRINITY_DN2927_c0_g1	AT5G62000.5
TRINITY_DN29270_c0_g1	AT5G40390.1
TRINITY_DN29276_c0_g1	AT5G41810.2
TRINITY_DN2928_c0_g1	AT3G53110.1
TRINITY_DN2928_c2_g1	AT4G00620.1
TRINITY_DN293_c0_g1	AT2G46710.1
TRINITY_DN29319_c0_g1	AT5G26820.1
TRINITY_DN2932_c0_g2	AT1G27950.1
TRINITY_DN29326_c0_g1	AT5G28780.1
TRINITY_DN29327_c0_g1	AT5G65630.1
TRINITY_DN29330_c1_g1	AT2G27510.1
TRINITY_DN29331_c0_g1	AT5G55510.1
TRINITY_DN2934_c0_g1	AT5G62000.5
TRINITY_DN29346_c0_g1	AT1G61590.1
TRINITY_DN29348_c0_g1	AT1G19260.1
TRINITY_DN2935_c0_g1	AT5G11450.2
TRINITY_DN29350_c0_g1	AT3G21610.1
TRINITY_DN29351_c0_g1	AT2G02910.2
TRINITY_DN2936_c0_g1	AT1G55840.1
TRINITY_DN29362_c0_g2	AT2G39670.1
TRINITY_DN29363_c0_g1	AT1G16060.6
TRINITY_DN2937_c0_g1	AT1G15530.1
TRINITY_DN2937_c0_g2	AT2G37710.1
TRINITY_DN2937_c2_g1	AT3G53810.1
TRINITY_DN29372_c0_g1	AT5G59770.1
TRINITY_DN2938_c0_g1	AT5G56550.1
TRINITY_DN29384_c0_g1	AT5G42700.1
TRINITY_DN2939_c0_g1	AT4G21580.1
TRINITY_DN29390_c0_g1	AT3G13000.1
TRINITY_DN2940_c0_g1	AT5G08180.2
TRINITY_DN29402_c0_g1	AT2G13820.1
TRINITY_DN29408_c0_g1	AT4G21065.1
TRINITY_DN2941_c0_g1	AT1G09430.1
TRINITY_DN29414_c0_g1	AT5G60700.2
TRINITY_DN29417_c1_g2	AT1G69770.1
TRINITY_DN2942_c0_g1	AT2G26600.1
TRINITY_DN29420_c1_g1	AT3G24255.7
TRINITY_DN29421_c1_g1	AT1G21245.1
TRINITY_DN2943_c0_g1	AT1G06740.1
TRINITY_DN29432_c0_g1	AT4G03600.1
TRINITY_DN29439_c2_g1	AT2G39650.2
TRINITY_DN29446_c0_g1	AT1G55210.2
TRINITY_DN29448_c1_g1	AT3G47870.1
TRINITY_DN2945_c0_g1	AT1G66340.1
TRINITY_DN29453_c0_g1	AT5G13230.1
TRINITY_DN29460_c1_g2	AT1G14470.1
TRINITY_DN29460_c2_g1	AT2G42920.2
TRINITY_DN29464_c0_g1	AT1G68090.2
TRINITY_DN29466_c0_g1	AT4G39720.3
TRINITY_DN29467_c2_g1	AT4G05200.1
TRINITY_DN2947_c0_g2	AT3G50120.1
TRINITY_DN29471_c0_g1	AT4G21970.1
TRINITY_DN29476_c0_g1	AT2G07760.1
TRINITY_DN2948_c0_g1	AT1G79910.1
TRINITY_DN2948_c0_g2	AT5G18610.3
TRINITY_DN29483_c0_g1	AT1G68070.1
TRINITY_DN29488_c0_g1	AT3G29320.1
TRINITY_DN29489_c0_g1	AT3G14470.2
TRINITY_DN2949_c0_g1	AT1G48300.1
TRINITY_DN29491_c0_g1	AT5G07830.1
TRINITY_DN295_c0_g1	AT2G36300.1
TRINITY_DN2950_c0_g1	AT4G22190.1
TRINITY_DN29504_c0_g1	AT2G18280.2
TRINITY_DN29505_c0_g1	AT5G26340.1
TRINITY_DN2951_c0_g1	AT2G10950.3
TRINITY_DN2951_c1_g1	AT5G24930.1
TRINITY_DN29513_c0_g1	AT1G11950.2
TRINITY_DN29514_c0_g1	AT4G33945.1
TRINITY_DN2952_c0_g1	AT4G28910.3
TRINITY_DN2953_c0_g1	AT5G22640.1
TRINITY_DN2953_c0_g2	AT1G80400.1
TRINITY_DN2953_c0_g4	AT3G05480.1
TRINITY_DN29530_c0_g3	AT3G21000.1
TRINITY_DN29535_c0_g1	AT2G28930.2
TRINITY_DN2954_c0_g1	AT1G48410.3
TRINITY_DN2954_c1_g1	AT4G21100.1
TRINITY_DN29543_c0_g1	AT5G62500.1
TRINITY_DN29546_c1_g1	AT3G59470.3
TRINITY_DN2955_c0_g1	AT5G10360.1
TRINITY_DN2957_c0_g1	AT5G07720.1
TRINITY_DN29572_c0_g1	AT4G13830.2
TRINITY_DN29574_c0_g1	AT5G10970.1
TRINITY_DN29577_c0_g1	AT4G15820.1
TRINITY_DN29578_c0_g1	AT3G12150.1
TRINITY_DN2958_c0_g1	AT1G59710.1
TRINITY_DN29584_c0_g2	AT2G16630.1
TRINITY_DN2959_c0_g1	AT5G20260.2
TRINITY_DN29597_c0_g1	AT2G35700.1
TRINITY_DN29598_c0_g1	AT3G24255.5
TRINITY_DN296_c0_g1	AT2G44900.2
TRINITY_DN2960_c0_g1	AT1G12360.1
TRINITY_DN29601_c0_g1	AT5G07590.4
TRINITY_DN29606_c0_g1	AT5G56590.1
TRINITY_DN2961_c0_g1	AT1G59870.1
TRINITY_DN29610_c0_g1	AT3G01410.2
TRINITY_DN29616_c0_g1	ATMG00810.1
TRINITY_DN2962_c0_g1	AT5G48730.1
TRINITY_DN29625_c0_g1	AT3G08800.3
TRINITY_DN29625_c0_g2	AT3G08800.1
TRINITY_DN2963_c0_g1	AT4G24440.2
TRINITY_DN29633_c0_g1	AT2G30300.1
TRINITY_DN29633_c0_g2	AT2G30300.1
TRINITY_DN2964_c0_g1	AT5G56730.1
TRINITY_DN2964_c0_g3	AT5G56730.1
TRINITY_DN2965_c0_g1	AT1G09700.2
TRINITY_DN2966_c0_g1	AT1G10820.1
TRINITY_DN29661_c0_g1	AT2G26000.3
TRINITY_DN29663_c0_g1	AT1G54520.1
TRINITY_DN29666_c0_g1	AT5G65940.4
TRINITY_DN2967_c0_g1	AT3G03810.2
TRINITY_DN2968_c0_g1	AT4G27620.2
TRINITY_DN2969_c0_g1	AT4G24570.1
TRINITY_DN297_c0_g1	AT4G01210.1
TRINITY_DN2970_c0_g1	AT1G18190.1
TRINITY_DN29700_c0_g1	AT4G20090.2
TRINITY_DN29707_c0_g1	AT5G10870.1
TRINITY_DN29709_c0_g2	AT1G45063.2
TRINITY_DN29715_c1_g1	AT1G19870.2
TRINITY_DN2972_c0_g1	AT5G07670.1
TRINITY_DN29720_c0_g1	AT3G11400.1
TRINITY_DN29730_c0_g2	AT3G18610.1
TRINITY_DN2974_c0_g1	AT4G16144.1
TRINITY_DN29747_c0_g1	AT3G05850.1
TRINITY_DN2975_c0_g1	AT1G79390.1
TRINITY_DN2976_c0_g1	AT5G49020.1
TRINITY_DN2977_c0_g2	AT1G20770.1
TRINITY_DN29770_c0_g1	AT1G53540.1
TRINITY_DN29777_c0_g1	AT1G49780.1
TRINITY_DN29780_c0_g1	AT2G22140.1
TRINITY_DN29781_c0_g1	AT2G01260.3
TRINITY_DN29783_c0_g1	AT2G37430.1
TRINITY_DN2979_c0_g1	AT5G40530.1
TRINITY_DN29791_c0_g1	AT5G67590.1
TRINITY_DN298_c0_g1	AT3G29130.6
TRINITY_DN29805_c0_g2	AT5G01390.1
TRINITY_DN2981_c0_g1	AT1G54100.2
TRINITY_DN29810_c0_g2	AT2G34320.1
TRINITY_DN2982_c0_g1	AT5G20350.1
TRINITY_DN29827_c0_g1	AT1G78830.1
TRINITY_DN29829_c0_g1	AT2G29940.1
TRINITY_DN2983_c0_g1	AT3G63150.1
TRINITY_DN29837_c0_g1	AT2G26710.1
TRINITY_DN2984_c0_g1	AT1G55890.1
TRINITY_DN2985_c0_g1	AT3G11330.1
TRINITY_DN29854_c0_g1	AT5G15180.1
TRINITY_DN29855_c0_g1	AT4G22760.1
TRINITY_DN29857_c0_g1	AT4G30600.2
TRINITY_DN2986_c0_g1	AT1G70320.1
TRINITY_DN29862_c0_g1	AT5G06220.2
TRINITY_DN29863_c0_g1	AT3G22470.2
TRINITY_DN29863_c1_g1	AT2G16290.1
TRINITY_DN29867_c0_g1	ATMG01250.1
TRINITY_DN29867_c0_g2	AT4G29090.1
TRINITY_DN2987_c0_g1	AT3G05700.2
TRINITY_DN29871_c0_g1	AT4G33300.2
TRINITY_DN29874_c0_g1	AT4G33220.1
TRINITY_DN2988_c0_g1	AT1G43850.2
TRINITY_DN29884_c0_g1	AT3G63220.1
TRINITY_DN29887_c0_g1	AT3G06350.1
TRINITY_DN2989_c0_g1	AT3G07160.3
TRINITY_DN29893_c0_g3	AT3G51500.1
TRINITY_DN29895_c0_g1	AT2G44220.1
TRINITY_DN299_c0_g1	AT1G36320.1
TRINITY_DN29904_c1_g1	AT4G23160.3
TRINITY_DN29905_c0_g1	AT1G17860.1
TRINITY_DN29906_c0_g1	AT2G05920.1
TRINITY_DN2991_c0_g1	AT5G58100.2
TRINITY_DN29915_c0_g1	AT4G27890.1
TRINITY_DN2992_c0_g1	AT5G11810.1
TRINITY_DN29924_c0_g1	AT1G50270.1
TRINITY_DN29928_c0_g2	AT3G49950.1
TRINITY_DN2993_c0_g1	AT2G42910.1
TRINITY_DN29937_c0_g1	AT2G40080.1
TRINITY_DN2994_c0_g1	AT2G41680.1
TRINITY_DN29940_c0_g1	AT3G52390.1
TRINITY_DN29949_c0_g1	AT5G42750.1
TRINITY_DN2995_c0_g1	AT1G70940.1
TRINITY_DN29953_c0_g1	AT3G13880.1
TRINITY_DN2996_c0_g1	AT1G28520.3
TRINITY_DN29961_c0_g1	AT5G35695.1
TRINITY_DN29963_c0_g1	AT4G14103.3
TRINITY_DN29964_c0_g1	AT4G34950.1
TRINITY_DN2997_c0_g1	AT4G28570.2
TRINITY_DN2997_c0_g2	AT4G28570.2
TRINITY_DN2997_c0_g3	AT4G28570.2
TRINITY_DN2997_c1_g1	AT1G80910.1
TRINITY_DN29972_c0_g1	AT2G25760.1
TRINITY_DN2998_c0_g1	AT5G52580.1
TRINITY_DN2999_c0_g1	AT3G52200.1
TRINITY_DN29990_c0_g2	AT2G13770.1
TRINITY_DN3_c0_g1	AT2G01570.1
TRINITY_DN30_c0_g1	AT1G47056.1
TRINITY_DN3000_c0_g1	AT3G62700.1
TRINITY_DN30006_c0_g1	AT3G14590.1
TRINITY_DN30009_c0_g1	AT2G04240.2
TRINITY_DN3001_c0_g1	AT3G63530.2
TRINITY_DN30012_c0_g1	AT1G63400.1
TRINITY_DN30012_c0_g3	AT1G62930.1
TRINITY_DN30013_c0_g1	AT4G23160.3
TRINITY_DN30015_c1_g2	AT5G22860.1
TRINITY_DN3002_c0_g1	AT4G11110.1
TRINITY_DN30020_c0_g1	AT2G40113.1
TRINITY_DN3003_c0_g1	AT3G22550.1
TRINITY_DN30031_c0_g1	AT4G23160.3
TRINITY_DN30031_c0_g2	AT4G23160.3
TRINITY_DN30033_c0_g1	AT2G34930.1
TRINITY_DN3004_c0_g1	AT3G03790.1
TRINITY_DN30040_c0_g1	AT3G13080.2
TRINITY_DN3005_c0_g1	AT4G02590.2
TRINITY_DN30055_c0_g1	AT4G20280.1
TRINITY_DN30069_c0_g1	AT2G19260.2
TRINITY_DN3007_c0_g1	AT1G65730.1
TRINITY_DN3007_c0_g2	AT1G65730.1
TRINITY_DN30074_c0_g1	AT1G74260.1
TRINITY_DN3008_c0_g1	AT4G15545.1
TRINITY_DN3009_c0_g1	AT1G77470.1
TRINITY_DN30098_c0_g1	AT1G62730.1
TRINITY_DN301_c0_g1	AT5G65140.2
TRINITY_DN301_c0_g2	AT1G35910.1
TRINITY_DN3010_c0_g1	AT1G15080.1
TRINITY_DN30106_c0_g1	ATMG00810.1
TRINITY_DN30106_c0_g2	AT4G23160.3
TRINITY_DN3011_c0_g1	AT5G21930.2
TRINITY_DN3012_c0_g1	AT1G61620.1
TRINITY_DN30120_c0_g1	AT1G29260.1
TRINITY_DN30123_c0_g1	AT3G56370.1
TRINITY_DN30128_c0_g1	AT1G77110.1
TRINITY_DN3013_c3_g1	AT5G57990.1
TRINITY_DN3013_c5_g1	AT5G61970.1
TRINITY_DN3013_c6_g1	AT4G31720.3
TRINITY_DN3013_c7_g2	AT3G50430.1
TRINITY_DN30139_c0_g1	AT4G03400.2
TRINITY_DN3014_c0_g1	AT1G19910.1
TRINITY_DN30142_c0_g1	AT5G40010.1
TRINITY_DN30143_c0_g1	AT1G03080.3
TRINITY_DN30153_c1_g1	AT4G27290.1
TRINITY_DN30153_c2_g2	AT2G19130.1
TRINITY_DN30154_c0_g2	AT3G15140.1
TRINITY_DN30155_c0_g1	AT5G59980.1
TRINITY_DN30156_c0_g3	AT3G07310.2
TRINITY_DN30157_c1_g3	AT3G57510.1
TRINITY_DN3016_c0_g1	AT1G67780.2
TRINITY_DN30165_c0_g2	AT3G50770.1
TRINITY_DN30167_c0_g1	AT5G07900.1
TRINITY_DN3017_c0_g1	AT3G10110.1
TRINITY_DN30173_c0_g1	AT5G55590.1
TRINITY_DN3018_c0_g1	AT5G61340.1
TRINITY_DN30183_c0_g1	AT2G22840.1
TRINITY_DN30185_c0_g1	AT1G09320.1
TRINITY_DN3019_c0_g1	AT2G40060.1
TRINITY_DN30193_c0_g1	AT1G02205.2
TRINITY_DN30193_c0_g4	AT2G37700.4
TRINITY_DN30196_c0_g2	AT5G16486.1
TRINITY_DN302_c0_g3	AT4G21390.2
TRINITY_DN302_c0_g4	AT4G27300.1
TRINITY_DN302_c0_g5	AT4G21390.2
TRINITY_DN302_c0_g7	AT1G65790.1
TRINITY_DN3020_c0_g2	AT2G16390.2
TRINITY_DN3021_c1_g1	AT2G37990.1
TRINITY_DN3022_c0_g1	AT3G03630.1
TRINITY_DN30220_c0_g1	AT3G15990.1
TRINITY_DN30226_c1_g1	AT1G21680.1
TRINITY_DN3023_c0_g2	AT1G76450.1
TRINITY_DN30230_c0_g1	AT2G36690.2
TRINITY_DN30230_c0_g2	AT2G36690.2
TRINITY_DN30232_c0_g1	AT5G18750.1
TRINITY_DN30236_c0_g1	AT4G14050.2
TRINITY_DN3024_c0_g1	AT3G27260.4
TRINITY_DN30240_c0_g1	AT3G24140.1
TRINITY_DN3025_c0_g1	AT1G79280.3
TRINITY_DN3026_c0_g1	AT5G64940.2
TRINITY_DN3027_c0_g1	AT5G10630.5
TRINITY_DN3028_c0_g1	AT1G48950.1
TRINITY_DN30285_c0_g1	AT5G60050.1
TRINITY_DN3029_c0_g1	AT4G25030.2
TRINITY_DN303_c0_g1	AT3G09250.3
TRINITY_DN3030_c0_g1	AT1G31190.1
TRINITY_DN30305_c1_g1	AT2G31650.1
TRINITY_DN3031_c0_g1	AT3G13460.1
TRINITY_DN30316_c0_g1	AT1G58310.1
TRINITY_DN30318_c0_g1	AT4G38870.1
TRINITY_DN3032_c0_g1	AT4G28860.2
TRINITY_DN3033_c0_g1	AT2G25910.1
TRINITY_DN30331_c1_g1	AT1G20140.1
TRINITY_DN30337_c0_g1	AT4G27290.2
TRINITY_DN30339_c0_g2	AT2G32380.1
TRINITY_DN3035_c0_g1	AT5G04060.1
TRINITY_DN30351_c0_g1	ATMG00860.1
TRINITY_DN30353_c0_g1	AT4G33400.1
TRINITY_DN30354_c0_g1	AT4G27290.2
TRINITY_DN3036_c0_g1	AT5G46150.4
TRINITY_DN30361_c0_g2	AT5G54160.1
TRINITY_DN30367_c0_g1	AT3G07500.1
TRINITY_DN30368_c0_g1	AT2G45050.1
TRINITY_DN3037_c0_g1	AT4G35470.1
TRINITY_DN30378_c1_g1	AT2G22410.1
TRINITY_DN3038_c0_g1	AT1G42960.1
TRINITY_DN30385_c0_g1	AT4G04890.2
TRINITY_DN3039_c0_g1	AT1G44960.1
TRINITY_DN30392_c0_g3	AT1G31817.1
TRINITY_DN30396_c0_g1	AT5G14180.4
TRINITY_DN304_c0_g1	AT3G02360.2
TRINITY_DN304_c0_g2	AT3G02360.2
TRINITY_DN3040_c0_g1	AT3G26400.1
TRINITY_DN3041_c0_g1	AT3G60800.1
TRINITY_DN3042_c0_g1	AT3G20820.1
TRINITY_DN30420_c0_g1	AT4G21410.2
TRINITY_DN30421_c0_g1	AT5G51740.1
TRINITY_DN30424_c0_g1	AT3G20300.1
TRINITY_DN3043_c0_g1	AT4G28360.1
TRINITY_DN3044_c0_g1	AT3G59650.1
TRINITY_DN30444_c0_g1	AT1G75590.1
TRINITY_DN3045_c0_g1	AT1G15670.1
TRINITY_DN30458_c0_g1	AT3G11480.1
TRINITY_DN3047_c0_g1	AT5G16880.4
TRINITY_DN3048_c0_g1	AT1G67480.3
TRINITY_DN3048_c1_g1	AT4G17410.3
TRINITY_DN30486_c0_g1	AT1G11750.1
TRINITY_DN30488_c0_g1	AT5G48740.1
TRINITY_DN3049_c0_g1	AT1G53420.1
TRINITY_DN305_c0_g1	AT1G48410.1
TRINITY_DN3050_c0_g1	AT3G10970.1
TRINITY_DN30504_c0_g1	AT3G15200.1
TRINITY_DN30508_c0_g1	AT3G01440.1
TRINITY_DN3051_c0_g1	AT3G06130.2
TRINITY_DN3051_c0_g2	AT1G60030.1
TRINITY_DN30516_c1_g1	AT1G65349.1
TRINITY_DN30517_c0_g2	AT5G01620.2
TRINITY_DN30522_c0_g1	AT5G58600.1
TRINITY_DN30526_c2_g2	AT4G27190.1
TRINITY_DN3053_c0_g1	AT4G26640.2
TRINITY_DN30535_c0_g1	AT3G06483.1
TRINITY_DN3054_c0_g1	AT5G58430.1
TRINITY_DN3055_c0_g1	AT3G55770.5
TRINITY_DN30550_c0_g1	AT1G36160.2
TRINITY_DN30551_c1_g1	AT4G16490.1
TRINITY_DN30560_c0_g1	AT2G14960.1
TRINITY_DN3057_c0_g1	AT2G25730.4
TRINITY_DN30572_c2_g1	AT2G41705.4
TRINITY_DN30575_c0_g1	AT3G13550.1
TRINITY_DN3058_c0_g2	AT3G62650.2
TRINITY_DN30586_c1_g1	AT3G21330.1
TRINITY_DN3059_c0_g2	AT5G41050.1
TRINITY_DN306_c0_g1	AT2G47520.1
TRINITY_DN3060_c0_g1	AT1G29320.1
TRINITY_DN30611_c0_g1	AT1G51760.1
TRINITY_DN30613_c0_g2	AT5G03260.1
TRINITY_DN30613_c0_g3	AT2G38080.1
TRINITY_DN30613_c0_g4	AT5G03260.1
TRINITY_DN30625_c0_g1	AT5G62350.1
TRINITY_DN3063_c0_g1	AT3G56720.7
TRINITY_DN3064_c0_g1	AT3G14770.1
TRINITY_DN3065_c0_g1	AT5G55850.3
TRINITY_DN30665_c0_g1	AT2G46800.5
TRINITY_DN30666_c0_g1	AT5G37380.9
TRINITY_DN3067_c0_g1	AT5G64550.1
TRINITY_DN30676_c0_g1	AT3G29750.1
TRINITY_DN3068_c0_g1	AT1G20030.2
TRINITY_DN30680_c0_g1	AT3G02550.1
TRINITY_DN30686_c0_g3	AT1G05760.1
TRINITY_DN3069_c0_g1	AT5G18610.3
TRINITY_DN30690_c0_g1	AT5G21950.7
TRINITY_DN307_c0_g1	AT4G39680.2
TRINITY_DN3070_c0_g1	AT1G19480.2
TRINITY_DN30706_c0_g1	AT2G32090.1
TRINITY_DN3071_c0_g1	AT3G07080.1
TRINITY_DN30711_c0_g1	AT5G06910.1
TRINITY_DN30714_c0_g1	AT4G22550.1
TRINITY_DN30716_c1_g1	ATMG00810.1
TRINITY_DN3072_c0_g1	AT5G58870.1
TRINITY_DN30722_c0_g1	AT5G05320.1
TRINITY_DN3073_c0_g1	AT3G51990.1
TRINITY_DN30732_c0_g1	AT4G37530.1
TRINITY_DN30733_c0_g1	AT5G23550.1
TRINITY_DN30736_c1_g1	AT2G07760.1
TRINITY_DN3074_c0_g1	AT2G17030.1
TRINITY_DN3074_c1_g1	AT3G53760.1
TRINITY_DN3074_c1_g2	ATCG00380.1
TRINITY_DN30745_c0_g1	AT1G04350.1
TRINITY_DN30748_c0_g1	AT3G23240.1
TRINITY_DN3075_c0_g1	AT5G53150.6
TRINITY_DN30750_c3_g1	AT3G56100.2
TRINITY_DN30751_c0_g1	AT3G55470.2
TRINITY_DN30753_c0_g1	AT4G26020.3
TRINITY_DN30755_c0_g1	AT2G32010.4
TRINITY_DN30759_c0_g1	AT4G31980.1
TRINITY_DN3076_c1_g1	AT4G00990.1
TRINITY_DN3076_c2_g1	AT3G25070.1
TRINITY_DN3076_c3_g1	ATMG00810.1
TRINITY_DN30765_c0_g4	AT4G33970.1
TRINITY_DN3077_c0_g1	AT3G54680.1
TRINITY_DN30774_c0_g1	AT3G19620.1
TRINITY_DN30775_c1_g1	AT3G46670.1
TRINITY_DN30780_c0_g1	AT3G04710.1
TRINITY_DN30785_c0_g1	AT2G18500.1
TRINITY_DN3079_c0_g1	AT4G24530.1
TRINITY_DN30790_c0_g1	AT5G01470.2
TRINITY_DN30795_c1_g2	AT3G24255.1
TRINITY_DN30797_c3_g1	AT3G05950.1
TRINITY_DN308_c0_g1	AT3G21690.1
TRINITY_DN3080_c0_g1	AT4G32660.3
TRINITY_DN30809_c0_g1	AT5G09740.1
TRINITY_DN3081_c0_g1	AT2G01050.1
TRINITY_DN30818_c0_g1	AT2G39740.3
TRINITY_DN30819_c0_g1	AT1G21280.1
TRINITY_DN3082_c0_g1	AT1G10600.4
TRINITY_DN30821_c0_g1	AT3G55610.2
TRINITY_DN3083_c0_g1	AT4G24830.1
TRINITY_DN30836_c0_g1	AT5G15800.1
TRINITY_DN3084_c0_g1	AT5G08230.1
TRINITY_DN30845_c0_g1	AT1G70110.1
TRINITY_DN3085_c0_g1	AT4G37850.2
TRINITY_DN3085_c1_g1	AT4G37850.2
TRINITY_DN30858_c0_g2	AT2G18690.1
TRINITY_DN30859_c0_g1	AT5G42800.1
TRINITY_DN3087_c0_g1	AT1G26170.1
TRINITY_DN30871_c1_g1	AT1G07160.1
TRINITY_DN30874_c0_g1	AT4G32300.1
TRINITY_DN3088_c0_g1	AT5G12020.1
TRINITY_DN30888_c0_g1	AT5G39160.2
TRINITY_DN30891_c0_g2	AT4G01200.1
TRINITY_DN309_c0_g1	AT2G45210.1
TRINITY_DN3090_c0_g1	AT4G14770.3
TRINITY_DN3091_c0_g1	AT1G07910.2
TRINITY_DN3091_c1_g1	AT5G15540.1
TRINITY_DN30911_c0_g1	AT1G04210.1
TRINITY_DN30913_c0_g2	AT3G20730.1
TRINITY_DN30913_c1_g2	AT3G49170.1
TRINITY_DN30917_c0_g1	AT4G27220.2
TRINITY_DN30917_c0_g4	AT4G27220.2
TRINITY_DN3092_c0_g1	AT1G13030.1
TRINITY_DN30924_c1_g1	AT4G27290.2
TRINITY_DN30924_c3_g1	AT4G27290.2
